
---------- Begin Simulation Statistics ----------
simSeconds                                   0.099492                       # Number of seconds simulated (Second)
simTicks                                  99492075500                       # Number of ticks simulated (Tick)
finalTick                                 99492075500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    367.76                       # Real time elapsed on the host (Second)
hostTickRate                                270538254                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    2318816                       # Number of bytes of host memory used (Byte)
simInsts                                     94919272                       # Number of instructions simulated (Count)
simOps                                      109527786                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   258104                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     297827                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                        198984152                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               2.096351                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.477019                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       114764674                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                   268346                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      113424675                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                 385274                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined              5505233                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined          12271955                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                  30                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           161189101                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               0.703675                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              0.905339                       # Number of insts issued each cycle (Count)
system.cpu.branchPred.corrected_0::CallIndirect           99      0.01%     48.22% # Number of branches that got corrected but not yet commited. Branches get corrected by decode or after execute. Also a branch misprediction can be detected out-of-order. Therefore, a corrected branch might not end up beeing committed in case an even earlier branch was mispredicted (Count)
system.cpu.branchPred.corrected_0::DirectCond       646432     39.04%     87.26% # Number of branches that got corrected but not yet commited. Branches get corrected by decode or after execute. Also a branch misprediction can be detected out-of-order. Therefore, a corrected branch might not end up beeing committed in case an even earlier branch was mispredicted (Count)
system.cpu.branchPred.corrected_0::DirectUncond       115333      6.97%     94.23% # Number of branches that got corrected but not yet commited. Branches get corrected by decode or after execute. Also a branch misprediction can be detected out-of-order. Therefore, a corrected branch might not end up beeing committed in case an even earlier branch was mispredicted (Count)
system.cpu.branchPred.corrected_0::IndirectCond        88628      5.35%     99.58% # Number of branches that got corrected but not yet commited. Branches get corrected by decode or after execute. Also a branch misprediction can be detected out-of-order. Therefore, a corrected branch might not end up beeing committed in case an even earlier branch was mispredicted (Count)
system.cpu.branchPred.corrected_0::IndirectUncond         6974      0.42%    100.00% # Number of branches that got corrected but not yet commited. Branches get corrected by decode or after execute. Also a branch misprediction can be detected out-of-order. Therefore, a corrected branch might not end up beeing committed in case an even earlier branch was mispredicted (Count)
system.cpu.branchPred.corrected_0::total      1655817                       # Number of branches that got corrected but not yet commited. Branches get corrected by decode or after execute. Also a branch misprediction can be detected out-of-order. Therefore, a corrected branch might not end up beeing committed in case an even earlier branch was mispredicted (Count)
system.cpu.branchPred.earlyResteers_0::NoBranch            0                       # Number of branches that got redirected after decode. (Count)
system.cpu.branchPred.earlyResteers_0::Return            0                       # Number of branches that got redirected after decode. (Count)
system.cpu.branchPred.earlyResteers_0::CallDirect            0                       # Number of branches that got redirected after decode. (Count)
system.cpu.branchPred.earlyResteers_0::CallIndirect            0                       # Number of branches that got redirected after decode. (Count)
system.cpu.branchPred.earlyResteers_0::DirectCond            0                       # Number of branches that got redirected after decode. (Count)
system.cpu.branchPred.earlyResteers_0::DirectUncond            0                       # Number of branches that got redirected after decode. (Count)
system.cpu.branchPred.earlyResteers_0::IndirectCond            0                       # Number of branches that got redirected after decode. (Count)
system.cpu.branchPred.earlyResteers_0::IndirectUncond            0                       # Number of branches that got redirected after decode. (Count)
system.cpu.branchPred.earlyResteers_0::total            0                       # Number of branches that got redirected after decode. (Count)
system.cpu.branchPred.committed_0::NoBranch            0      0.00%      0.00% # Number of branches finally committed  (Count)
system.cpu.branchPred.committed_0::Return      2611177     13.29%     13.29% # Number of branches finally committed  (Count)
system.cpu.branchPred.committed_0::CallDirect      1968053     10.02%     23.31% # Number of branches finally committed  (Count)
system.cpu.branchPred.committed_0::CallIndirect        73166      0.37%     23.69% # Number of branches finally committed  (Count)
system.cpu.branchPred.committed_0::DirectCond     13026739     66.32%     90.01% # Number of branches finally committed  (Count)
system.cpu.branchPred.committed_0::DirectUncond      1109197      5.65%     95.65% # Number of branches finally committed  (Count)
system.cpu.branchPred.committed_0::IndirectCond       319585      1.63%     97.28% # Number of branches finally committed  (Count)
system.cpu.branchPred.committed_0::IndirectUncond       534268      2.72%    100.00% # Number of branches finally committed  (Count)
system.cpu.branchPred.committed_0::total     19642185                       # Number of branches finally committed  (Count)
system.cpu.branchPred.mispredicted_0::NoBranch            0      0.00%      0.00% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_0::Return       665757     41.79%     41.79% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_0::CallDirect        92898      5.83%     47.62% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_0::CallIndirect           98      0.01%     47.63% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_0::DirectCond       635580     39.89%     87.52% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_0::DirectUncond       103269      6.48%     94.00% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_0::IndirectCond        88628      5.56%     99.56% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_0::IndirectUncond         6952      0.44%    100.00% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_0::total      1593182                       # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.targetProvider_0::NoTarget     10023158     44.74%     44.74% # The component providing the target for taken branches (Count)
system.cpu.branchPred.targetProvider_0::BTB      8351832     37.28%     82.03% # The component providing the target for taken branches (Count)
system.cpu.branchPred.targetProvider_0::RAS      3100188     13.84%     95.87% # The component providing the target for taken branches (Count)
system.cpu.branchPred.targetProvider_0::Indirect       925520      4.13%    100.00% # The component providing the target for taken branches (Count)
system.cpu.branchPred.targetProvider_0::total     22400698                       # The component providing the target for taken branches (Count)
system.cpu.branchPred.targetWrong_0::NoBranch       755731     45.64%     45.64% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.targetWrong_0::Return       157654      9.52%     55.16% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.targetWrong_0::CallDirect       665720     40.20%     95.37% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.targetWrong_0::CallIndirect        76712      4.63%    100.00% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.targetWrong_0::DirectCond            0      0.00%    100.00% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.targetWrong_0::DirectUncond            0      0.00%    100.00% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.targetWrong_0::IndirectCond            0      0.00%    100.00% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.targetWrong_0::IndirectUncond            0      0.00%    100.00% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.targetWrong_0::total      1655817                       # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.condPredicted          15347309                       # Number of conditional branches predicted (Count)
system.cpu.branchPred.condPredictedTaken      5703406                       # Number of conditional branches predicted as taken (Count)
system.cpu.branchPred.condIncorrect           1655817                       # Number of conditional branches incorrect (Count)
system.cpu.branchPred.predTakenBTBMiss         572870                       # Number of branches predicted taken but missed in BTB (Count)
system.cpu.branchPred.NotTakenMispredicted      1046674                       # Number branches predicted 'not taken' but turned out to be taken (Count)
system.cpu.branchPred.TakenMispredicted        609143                       # Number branches predicted taken but are actually not taken (Count)
system.cpu.branchPred.BTBLookups             22400698                       # Number of BTB lookups (Count)
system.cpu.branchPred.BTBUpdates               736702                       # Number of BTB updates (Count)
system.cpu.branchPred.BTBHits                10842048                       # Number of BTB hits (Count)
system.cpu.branchPred.BTBHitRatio            0.484005                       # BTB Hit Ratio (Ratio)
system.cpu.branchPred.BTBMispredicted          576145                       # Number BTB mispredictions. No target found or target wrong (Count)
system.cpu.branchPred.indirectLookups         1020172                       # Number of indirect predictor lookups. (Count)
system.cpu.branchPred.indirectHits             925520                       # Number of indirect target hits. (Count)
system.cpu.branchPred.indirectMisses            94652                       # Number of indirect misses. (Count)
system.cpu.branchPred.indirectMispredicted            0                       # Number of mispredicted indirect branches. (Count)
system.cpu.branchPred.btb.lookups::NoBranch            0      0.00%      0.00% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::Return      3100272     13.84%     13.84% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::CallDirect      2440813     10.90%     24.74% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::CallIndirect        92840      0.41%     25.15% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::DirectCond     14452619     64.52%     89.67% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::DirectUncond      1367243      6.10%     95.77% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::IndirectCond       329140      1.47%     97.24% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::IndirectUncond       617771      2.76%    100.00% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::total     22400698                       # Number of BTB lookups (Count)
system.cpu.branchPred.btb.misses::NoBranch            0      0.00%      0.00% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::Return      3100272     26.82%     26.82% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::CallDirect       179248      1.55%     28.37% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::CallIndirect        92840      0.80%     29.18% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::DirectCond      7089027     61.33%     90.51% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::DirectUncond       150352      1.30%     91.81% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::IndirectCond       329140      2.85%     94.66% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::IndirectUncond       617771      5.34%    100.00% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::total      11558650                       # Number of BTB misses (Count)
system.cpu.branchPred.btb.updates::NoBranch            0      0.00%      0.00% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::Return            0      0.00%      0.00% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::CallDirect       132591     18.00%     18.00% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::CallIndirect            0      0.00%     18.00% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::DirectCond       488778     66.35%     84.34% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::DirectUncond       115333     15.66%    100.00% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::IndirectCond            0      0.00%    100.00% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::IndirectUncond            0      0.00%    100.00% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::total       736702                       # Number of BTB updates (Count)
system.cpu.branchPred.btb.mispredict::NoBranch            0      0.00%      0.00% # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.btb.mispredict::Return            0      0.00%      0.00% # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.btb.mispredict::CallDirect       132591     18.00%     18.00% # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.btb.mispredict::CallIndirect            0      0.00%     18.00% # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.btb.mispredict::DirectCond       488778     66.35%     84.34% # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.btb.mispredict::DirectUncond       115333     15.66%    100.00% # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.btb.mispredict::IndirectCond            0      0.00%    100.00% # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.btb.mispredict::IndirectUncond            0      0.00%    100.00% # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.btb.mispredict::total       736702                       # Number of BTB mispredictions. No target found or target wrong. (Count)
