
---------- Begin Simulation Statistics ----------
simSeconds                                   0.156178                       # Number of seconds simulated (Second)
simTicks                                 156178225000                       # Number of ticks simulated (Tick)
finalTick                                156178225000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    798.49                       # Real time elapsed on the host (Second)
hostTickRate                                195591237                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    2287888                       # Number of bytes of host memory used (Byte)
simInsts                                    253392071                       # Number of instructions simulated (Count)
simOps                                      294250283                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   317338                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     368507                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                        312356451                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               1.232700                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.811227                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       330468666                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                   196752                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      319090929                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                1686738                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined             36415134                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined          75075267                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                   5                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           310838508                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.026549                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              0.895846                       # Number of insts issued each cycle (Count)
system.cpu.branchPred.corrected_0::CallIndirect           58      0.00%     57.32% # Number of branches that got corrected but not yet commited. Branches get corrected by decode or after execute. Also a branch misprediction can be detected out-of-order. Therefore, a corrected branch might not end up beeing committed in case an even earlier branch was mispredicted (Count)
system.cpu.branchPred.corrected_0::DirectCond      2657131     41.40%     98.72% # Number of branches that got corrected but not yet commited. Branches get corrected by decode or after execute. Also a branch misprediction can be detected out-of-order. Therefore, a corrected branch might not end up beeing committed in case an even earlier branch was mispredicted (Count)
system.cpu.branchPred.corrected_0::DirectUncond          185      0.00%     98.72% # Number of branches that got corrected but not yet commited. Branches get corrected by decode or after execute. Also a branch misprediction can be detected out-of-order. Therefore, a corrected branch might not end up beeing committed in case an even earlier branch was mispredicted (Count)
system.cpu.branchPred.corrected_0::IndirectCond        57092      0.89%     99.61% # Number of branches that got corrected but not yet commited. Branches get corrected by decode or after execute. Also a branch misprediction can be detected out-of-order. Therefore, a corrected branch might not end up beeing committed in case an even earlier branch was mispredicted (Count)
system.cpu.branchPred.corrected_0::IndirectUncond        24862      0.39%    100.00% # Number of branches that got corrected but not yet commited. Branches get corrected by decode or after execute. Also a branch misprediction can be detected out-of-order. Therefore, a corrected branch might not end up beeing committed in case an even earlier branch was mispredicted (Count)
system.cpu.branchPred.corrected_0::total      6418648                       # Number of branches that got corrected but not yet commited. Branches get corrected by decode or after execute. Also a branch misprediction can be detected out-of-order. Therefore, a corrected branch might not end up beeing committed in case an even earlier branch was mispredicted (Count)
system.cpu.branchPred.earlyResteers_0::NoBranch            0                       # Number of branches that got redirected after decode. (Count)
system.cpu.branchPred.earlyResteers_0::Return            0                       # Number of branches that got redirected after decode. (Count)
system.cpu.branchPred.earlyResteers_0::CallDirect            0                       # Number of branches that got redirected after decode. (Count)
system.cpu.branchPred.earlyResteers_0::CallIndirect            0                       # Number of branches that got redirected after decode. (Count)
system.cpu.branchPred.earlyResteers_0::DirectCond            0                       # Number of branches that got redirected after decode. (Count)
system.cpu.branchPred.earlyResteers_0::DirectUncond            0                       # Number of branches that got redirected after decode. (Count)
system.cpu.branchPred.earlyResteers_0::IndirectCond            0                       # Number of branches that got redirected after decode. (Count)
system.cpu.branchPred.earlyResteers_0::IndirectUncond            0                       # Number of branches that got redirected after decode. (Count)
system.cpu.branchPred.earlyResteers_0::total            0                       # Number of branches that got redirected after decode. (Count)
system.cpu.branchPred.committed_0::NoBranch            0      0.00%      0.00% # Number of branches finally committed  (Count)
system.cpu.branchPred.committed_0::Return      8368883     18.38%     18.38% # Number of branches finally committed  (Count)
system.cpu.branchPred.committed_0::CallDirect      7576778     16.64%     35.02% # Number of branches finally committed  (Count)
system.cpu.branchPred.committed_0::CallIndirect        49235      0.11%     35.12% # Number of branches finally committed  (Count)
system.cpu.branchPred.committed_0::DirectCond     26949653     59.18%     94.31% # Number of branches finally committed  (Count)
system.cpu.branchPred.committed_0::DirectUncond      2181276      4.79%     99.10% # Number of branches finally committed  (Count)
system.cpu.branchPred.committed_0::IndirectCond       116270      0.26%     99.35% # Number of branches finally committed  (Count)
system.cpu.branchPred.committed_0::IndirectUncond       295175      0.65%    100.00% # Number of branches finally committed  (Count)
system.cpu.branchPred.committed_0::total     45537270                       # Number of branches finally committed  (Count)
system.cpu.branchPred.mispredicted_0::NoBranch            0      0.00%      0.00% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_0::Return      3618703     56.42%     56.42% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_0::CallDirect        59133      0.92%     57.34% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_0::CallIndirect           58      0.00%     57.34% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_0::DirectCond      2654433     41.38%     98.72% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_0::DirectUncond          119      0.00%     98.72% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_0::IndirectCond        57092      0.89%     99.61% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_0::IndirectUncond        24836      0.39%    100.00% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_0::total      6414374                       # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.targetProvider_0::NoTarget     22670192     40.44%     40.44% # The component providing the target for taken branches (Count)
system.cpu.branchPred.targetProvider_0::BTB     22513211     40.16%     80.61% # The component providing the target for taken branches (Count)
system.cpu.branchPred.targetProvider_0::RAS     10394083     18.54%     99.15% # The component providing the target for taken branches (Count)
system.cpu.branchPred.targetProvider_0::Indirect       475736      0.85%    100.00% # The component providing the target for taken branches (Count)
system.cpu.branchPred.targetProvider_0::total     56053222                       # The component providing the target for taken branches (Count)
system.cpu.branchPred.targetWrong_0::NoBranch      1386275     21.60%     21.60% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.targetWrong_0::Return      1331202     20.74%     42.34% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.targetWrong_0::CallDirect      3619939     56.40%     98.73% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.targetWrong_0::CallIndirect        81232      1.27%    100.00% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.targetWrong_0::DirectCond            0      0.00%    100.00% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.targetWrong_0::DirectUncond            0      0.00%    100.00% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.targetWrong_0::IndirectCond            0      0.00%    100.00% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.targetWrong_0::IndirectUncond            0      0.00%    100.00% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.targetWrong_0::total      6418648                       # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.condPredicted          38057664                       # Number of conditional branches predicted (Count)
system.cpu.branchPred.condPredictedTaken     11624838                       # Number of conditional branches predicted as taken (Count)
system.cpu.branchPred.condIncorrect           6418648                       # Number of conditional branches incorrect (Count)
system.cpu.branchPred.predTakenBTBMiss          86553                       # Number of branches predicted taken but missed in BTB (Count)
system.cpu.branchPred.NotTakenMispredicted      3015874                       # Number branches predicted 'not taken' but turned out to be taken (Count)
system.cpu.branchPred.TakenMispredicted       3402774                       # Number branches predicted taken but are actually not taken (Count)
system.cpu.branchPred.BTBLookups             56053222                       # Number of BTB lookups (Count)
system.cpu.branchPred.BTBUpdates              1385485                       # Number of BTB updates (Count)
system.cpu.branchPred.BTBHits                37289247                       # Number of BTB hits (Count)
system.cpu.branchPred.BTBHitRatio            0.665247                       # BTB Hit Ratio (Ratio)
system.cpu.branchPred.BTBMispredicted          105159                       # Number BTB mispredictions. No target found or target wrong (Count)
system.cpu.branchPred.indirectLookups          560518                       # Number of indirect predictor lookups. (Count)
system.cpu.branchPred.indirectHits             475736                       # Number of indirect target hits. (Count)
system.cpu.branchPred.indirectMisses            84782                       # Number of indirect misses. (Count)
system.cpu.branchPred.indirectMispredicted            0                       # Number of mispredicted indirect branches. (Count)
system.cpu.branchPred.btb.lookups::NoBranch            0      0.00%      0.00% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::Return     10394095     18.54%     18.54% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::CallDirect     10179517     18.16%     36.70% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::CallIndirect        49283      0.09%     36.79% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::DirectCond     32320579     57.66%     94.45% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::DirectUncond      2598453      4.64%     99.09% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::IndirectCond       118931      0.21%     99.30% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::IndirectUncond       392364      0.70%    100.00% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::total     56053222                       # Number of BTB lookups (Count)
system.cpu.branchPred.btb.misses::NoBranch            0      0.00%      0.00% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::Return     10394095     55.39%     55.39% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::CallDirect        67254      0.36%     55.75% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::CallIndirect        49283      0.26%     56.01% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::DirectCond      7741727     41.26%     97.27% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::DirectUncond          321      0.00%     97.28% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::IndirectCond       118931      0.63%     97.91% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::IndirectUncond       392364      2.09%    100.00% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::total      18763975                       # Number of BTB misses (Count)
system.cpu.branchPred.btb.updates::NoBranch            0      0.00%      0.00% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::Return            0      0.00%      0.00% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::CallDirect        52611      3.80%      3.80% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::CallIndirect            0      0.00%      3.80% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::DirectCond      1332689     96.19%     99.99% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::DirectUncond          185      0.01%    100.00% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::IndirectCond            0      0.00%    100.00% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::IndirectUncond            0      0.00%    100.00% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::total      1385485                       # Number of BTB updates (Count)
system.cpu.branchPred.btb.mispredict::NoBranch            0      0.00%      0.00% # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.btb.mispredict::Return            0      0.00%      0.00% # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.btb.mispredict::CallDirect        52611      3.80%      3.80% # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.btb.mispredict::CallIndirect            0      0.00%      3.80% # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.btb.mispredict::DirectCond      1332689     96.19%     99.99% # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.btb.mispredict::DirectUncond          185      0.01%    100.00% # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.btb.mispredict::IndirectCond            0      0.00%    100.00% # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.btb.mispredict::IndirectUncond            0      0.00%    100.00% # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.btb.mispredict::total      1385485                       # Number of BTB mispredictions. No target found or target wrong. (Count)
